,Name,last-zeros,inter_max,nb_peaks,inter_mean,inter_std,inter_rel,mass_center,mass_center_sqr,mass_moment,r_moment,log_total_usage,Label
0,/LHCb/Collision10/Beam3500GeV-VeloClosed-MagDown/RealData/Reco08-MINBIAS-FIRST-14-NB/Stripping12d/90000000/MINIBIAS.DST,2,11,26,2.72,2.778776709273345,1.021609084291671,60,46022866,4078546,358,9.338205742974079,0
1,/LHCb/Collision10/Beam3500GeV-VeloClosed-MagDown/RealData/Reco08/Stripping14/90000000/BHADRON.DST,64,0,1,0.0,0.0,0.0,16,116224,0,0,6.12029741895095,0
2,/LHCb/Collision10/Beam3500GeV-VeloClosed-MagDown/RealData/Reco08/Stripping14/90000000/CALIBRATION.DST,73,1,2,1.0,0.0,0.0,6,31650,474,0,6.5638555265321274,1
3,/LHCb/Collision10/Beam3500GeV-VeloClosed-MagDown/RealData/Reco08/Stripping14/90000000/DIMUON.DST,55,0,1,0.0,0.0,0.0,25,95000,0,0,5.030437921392435,1
4,/LHCb/Collision10/Beam3500GeV-VeloClosed-MagDown/RealData/Reco08/Stripping14/90000000/EW.DST,55,0,1,0.0,0.0,0.0,25,108125,0,0,5.159055299214529,1
5,/LHCb/Collision10/Beam3500GeV-VeloClosed-MagUp/RealData/Reco08-MINBIAS-FIRST-14-NB/Stripping12d/90000000/MINIBIAS.DST,10,17,5,5.25,6.796138609534093,1.2945025922922082,55,2915716,72876,79,6.825460036255307,0
6,/LHCb/Collision10/Beam3500GeV-VeloClosed-MagUp/RealData/Reco08/Stripping14/90000000/BHADRON.DST,64,0,1,0.0,0.0,0.0,16,200704,0,0,6.665683717782408,0
7,/LHCb/Collision10/Beam3500GeV-VeloClosed-MagUp/RealData/Reco08/Stripping14/90000000/CALIBRATION.DST,73,1,2,1.0,0.0,0.0,6,48485,761,0,6.9782137426306985,1
8,/LHCb/Collision10/Beam3500GeV-VeloClosed-MagUp/RealData/Reco08/Stripping14/90000000/DIMUON.DST,55,0,1,0.0,0.0,0.0,25,211250,0,0,5.82600010738045,1
9,/LHCb/Collision10/Beam3500GeV-VeloClosed-MagUp/RealData/Reco08/Stripping14/90000000/EW.DST,55,0,1,0.0,0.0,0.0,25,214375,0,0,5.840641657373398,1
10,/LHCb/Collision11/Beam1380GeV-VeloOpen-MagDown/RealData/Reco10/Stripping1Point4TeV/90000000/ALLSTREAMS.DST,50,15,7,4.5,5.024937810560445,1.11665284679121,16,636554,177994,110,7.385851078125209,1
11,/LHCb/Collision11/Beam1380GeV-VeloOpen-MagUp/RealData/Reco10/Stripping1Point4TeV/90000000/ALLSTREAMS.DST,50,19,4,8.333333333333334,7.717224601860151,0.926066952223218,20,736486,162326,118,7.224753405767971,1
12,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Merging/91000000/RAW,62,3,8,1.5714285714285714,0.9035079029052514,0.574959574576069,15,1102386,13911,2,8.456593569287309,1
13,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco09/Stripping13/90000000/CALIBRATION.DST,71,1,4,1.0,0.0,0.0,7,260875,3751,0,8.463581421967588,1
14,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco09/Stripping13/90000000/MINIBIAS.DST,54,0,1,0.0,0.0,0.0,26,530660,0,0,6.666956792429207,1
15,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco10/Stripping13b/90000000/CHARM.MDST,8,18,6,8.6,6.6211781428987395,0.7699044352207837,49,34324544,3423674,266,9.45930760329985,1
16,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco10/Stripping13b/90000000/CHARMCOMPLETEEVENT.DST,65,1,2,1.0,0.0,0.0,14,1621302,7130,0,8.884333185202735,1
17,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco10/Stripping13b/90000000/DIMUON.DST,62,3,9,1.5,0.7071067811865476,0.47140452079103173,10,11814642,760542,7,11.551434386398336,1
18,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco10/Stripping13b/90000000/LEPTONIC.MDST,28,14,19,2.7222222222222223,4.024999041484435,1.47857107646367,28,79002369,7741081,85,11.416744906496259,1
19,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco10/Stripping13b/90000000/MINIBIAS.DST,54,14,3,8.0,6.0,0.75,15,1614104,270929,51,8.573573524852344,1
20,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco11/Stripping15/90000000/MINIBIAS.DST,52,5,2,5.0,0.0,0.0,23,383549,2025,2,6.532334292222349,1
21,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco11a/Stripping16/90000000/BHADRON.DST,41,0,1,0.0,0.0,0.0,39,3093714,0,0,7.618251097876695,1
22,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco11a/Stripping16/90000000/DIMUON.DST,72,7,2,7.0,0.0,0.0,7,5709,557,5,4.634728988229636,1
23,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco11a/Stripping16/90000000/MINIBIAS.DST,54,0,1,0.0,0.0,0.0,26,490776,0,0,6.588926477533519,1
24,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17/90000000/BHADRON.DST,19,2,57,1.0714285714285714,0.25753937681885636,0.2403700850309326,29,2792455907,887124326,407,14.593029217380352,0
25,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17/90000000/CHARM.MDST,16,9,25,2.625,2.750946806707344,1.047979735888512,20,126511443,47696443,250,12.15712921961676,0
26,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17/90000000/CHARMCOMPLETEEVENT.DST,2,11,35,2.264705882352941,2.3801732948453163,1.0509856107109188,32,469544777,183243529,681,12.502076247811116,0
27,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17/90000000/DIMUON.DST,2,7,50,1.5714285714285714,1.385051387833237,0.8813963377120598,20,945910208,495516608,458,13.893273129640809,0
28,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17/90000000/EW.DST,2,3,73,1.0694444444444444,0.3039731753922123,0.28423465750960114,27,2410465030,863792170,428,14.516812894658587,0
29,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17/90000000/LEPTONIC.MDST,42,14,14,2.8461538461538463,3.5267364265685077,1.239123609334881,12,13216614,4831926,93,10.858017747063952,1
30,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17/90000000/MINIBIAS.DST,2,23,46,1.711111111111111,3.2837798154783777,1.9190920999548962,23,306534933,153489069,532,12.572044736747092,0
31,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17/90000000/RADIATIVE.DST,56,11,6,4.0,4.0,1.0,15,4388729,890894,60,9.596690616224665,1
32,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17/90000000/SEMILEPTONIC.DST,24,19,10,6.111111111111111,6.67406996341387,1.0921205394677242,20,17626899,6463659,241,10.193915850655934,0
33,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17/Reco12-Stripping17/90000000/EWHIGHPTMULINES.DST,41,27,7,5.833333333333333,9.494150245750744,1.6275686135572704,24,1314787,365011,225,7.3914152346753585,1
34,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17/WG-CP-Selection/90000000/BUBDBSSELECTION.DST,26,44,3,22.5,21.5,0.9555555555555556,20,1948455,917055,360,7.843064016692054,1
35,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17/WG-RD-Selection/90000000/BSMUMUBLIND.DST,18,24,3,12.5,11.5,0.92,47,1160445,70891,147,6.175867270105761,1
36,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17/WG-RD-Selection/90000000/BSMUMUUNBLIND.DST,73,3,4,1.6666666666666667,0.9428090415820634,0.565685424949238,4,12069,2237,4,6.1779441140506,1
37,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/90000000/BHADRON.DST,5,13,44,1.7209302325581395,1.9686565055877496,1.143949050544233,25,339942559,116917959,337,12.756396828462051,0
38,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/90000000/CHARM.MDST,52,12,7,4.166666666666667,4.561310727801336,1.0947145746723206,12,1783493,647549,94,8.833171133022866,1
39,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/90000000/CHARMCOMPLETEEVENT.DST,28,18,8,6.571428571428571,5.851914042361154,0.8905086586201757,30,22671162,3154842,147,9.9681041956221,1
40,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/90000000/DIMUON.DST,3,11,61,1.2666666666666666,1.3274871834493254,1.0480161974599937,16,1301931964,557544508,195,14.865173469789287,0
41,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/90000000/EW.DST,2,39,7,12.666666666666666,13.186693629901656,1.041054760255394,33,43850528,19017665,872,9.990123859195675,1
42,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/90000000/PID.MDST,58,1,2,1.0,0.0,0.0,21,854914,970,0,7.520234556474628,1
43,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/90000000/RADIATIVE.DST,71,2,4,1.3333333333333333,0.4714045207910317,0.3535533905932738,7,786002,41713,3,9.46280968867222,1
44,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/90000000/SEMILEPTONIC.DST,34,10,21,2.25,2.8084693339967237,1.2482085928874327,7,30973900,16418499,62,12.481778285971355,1
45,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/WG-CP-Selection/90000000/BUBDBSSELECTION.DST,72,1,2,1.0,0.0,0.0,7,78181,691,0,7.233455418621439,1
46,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/WG-Charm-Stripping17b-Stripping-DstarD2KShh/WG-CharmConfig-Swimming-D02KSKK-TTfix/WG-CharmConfig-Swimming-D02KSKK-TTfix/90000000/SWIMSTRIPPINGD02KSKK.MDST,5,1,2,1.0,0.0,0.0,74,70764971,5283,0,9.455636727931525,1
47,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/WG-Charm-Stripping17b-Stripping-DstarD2KShh/WG-CharmConfig-Swimming-D02KSKK/WG-CharmConfig-Swimming-D02KSKK/90000000/SWIMSTRIPPINGD02KSKK.MDST,18,1,2,1.0,0.0,0.0,61,12591833,30,0,8.126813720726114,1
48,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/WG-Charm-Stripping17b-Stripping-DstarD2KShh/WG-CharmConfig-Swimming-D02KSPiPi/WG-CharmConfig-Swimming-D02KSPiPi/90000000/SWIMSTRIPPINGD02KSPIPI.MDST,4,27,9,6.5,8.093207028119323,1.245108773556819,56,102974960,9844048,334,10.290652903472859,0
49,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/WG-CharmConfig-Swimming-D02KSKK/WG-CharmConfig-Swimming-D02KSKK/90000000/SWIMSTRIPPINGD02KSKK.MDST,77,0,1,0.0,0.0,0.0,3,2799,0,0,5.7430031878094825,1
50,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/WG-CharmConfig-Swimming-D02KSKK/WG-CharmConfig-Swimming-D02KSKK/WG-CharmConfig-Swimming-D02KSKK/90000000/SWIMSTRIPPINGD02KSKK.MDST,67,8,5,3.0,2.9154759474226504,0.9718253158075502,4,8350,3246,12,5.54907608489522,1
51,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/WG-CharmConfig-Swimming-D02KSPiPi/WG-CharmConfig-Swimming-D02KSPiPi/90000000/SWIMSTRIPPINGD02KSPIPI.MDST,76,1,2,1.0,0.0,0.0,3,3615,15,0,5.968707559985366,1
52,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco12/Stripping17b/WG-CharmConfig-Swimming-D02KSPiPi/WG-CharmConfig-Swimming-D02KSPiPi/WG-CharmConfig-Swimming-D02KSPiPi/90000000/SWIMSTRIPPINGD02KSPIPI.MDST,67,8,5,3.0,2.9154759474226504,0.9718253158075502,4,9228,3436,12,5.638354669333745,1
53,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/90000000/FULL.DST,2,11,20,2.6842105263157894,2.5966097649566335,0.9673644222387459,53,189937469,22188070,373,10.991038893844813,0
54,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/90000000/BHADRON.MDST,2,3,53,1.0961538461538463,0.35407601229849944,0.32301671297406964,50,1459605506,112054006,215,13.160160000098895,0
55,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/90000000/BHADRONCOMPLETEEVENT.DST,2,4,54,1.0943396226415094,0.4861924047820801,0.44427926643879734,50,3360613865,287282865,238,13.999657115098247,0
56,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/90000000/CALIBRATION.DST,2,22,8,7.142857142857143,7.548482750641661,1.0567875850898325,58,280804233,27098545,362,11.220672964003686,0
57,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/90000000/CHARM.MDST,2,3,49,1.2083333333333333,0.4982608642958916,0.4123538187276345,48,816367593,78159753,244,12.674149419582195,0
58,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/90000000/CHARMCOMPLETEEVENT.DST,3,7,35,1.6470588235294117,1.2806788857104259,0.7775550377527586,56,915482470,53389350,200,12.491856667823864,0
59,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/90000000/CHARMCONTROL.DST,6,19,13,4.333333333333333,6.087327455916558,1.4047678744422827,59,124072046,12691964,397,10.371082032109841,0
60,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/90000000/DIMUON.DST,2,2,56,1.0363636363636364,0.18719327529067276,0.1806250901927544,49,5553945529,464476151,226,14.533450346114924,0
61,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/90000000/EW.DST,2,4,51,1.08,0.43999999999999995,0.40740740740740733,51,3447687570,235836192,195,14.002659610295098,0
62,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/90000000/LEPTONIC.MDST,9,16,19,2.7222222222222223,3.723880227748643,1.3679560020301136,40,284384000,19630720,122,11.981296512279004,0
63,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/90000000/MINIBIAS.DST,2,5,35,1.7058823529411764,0.9860620361317771,0.5780363660082831,56,791947538,57805010,251,12.345517146221704,0
64,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/90000000/PID.MDST,2,7,25,2.375,1.7751173670117326,0.7474178387417821,60,472894824,41729064,350,11.686096953948448,0
65,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/90000000/RADIATIVE.DST,4,25,5,11.25,8.898735865278843,0.7909987435803416,43,56400737,4800436,176,10.208837622641315,1
66,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/90000000/SEMILEPTONIC.DST,5,7,32,1.3870967741935485,1.1826001793434426,0.8525722223173655,50,466148033,14757033,83,12.083916310927156,0
67,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/WG-EW-Selection/Merging/90000000/ZMUMULINE.DST,3,0,1,0.0,0.0,0.0,77,106722,0,0,2.9444389791664403,0
68,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/WGBandQSelection4-1/90000000/BOTTOM.MDST,10,14,13,2.5,3.5237290853109955,1.4094916341243982,48,2756284,62140,53,7.057036981697891,1
69,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/WGBandQSelection4-1/90000000/PSIX.MDST,25,4,10,1.5555555555555556,0.9558139185602919,0.614451804788759,49,6549756,59951,22,7.893572073504902,0
70,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/WGBandQSelection4-1/90000000/PSIX0.MDST,37,1,4,1.0,0.0,0.0,41,759464,1005,2,6.073044534100405,0
71,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/WGBandQSelection5/90000000/BOTTOM.MDST,17,1,2,1.0,0.0,0.0,62,437403,55,0,4.727387818712341,0
72,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/WGBandQSelection5/90000000/PSIX.MDST,2,7,16,1.6,1.5405626677721793,0.9628516673576121,61,16884444,141530,31,8.398184404834035,0
73,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/WGBandQSelection5/90000000/PSIX0.MDST,2,5,13,1.9166666666666667,1.1873172373979173,0.6194698629902177,65,7581999,84509,48,7.471363088187097,0
74,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/WGBandQSelection6/90000000/PSIX.MDST,3,4,5,1.75,1.299038105676658,0.7423074889580903,73,1443882,2351,8,5.598421958998375,0
75,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1/WGBandQSelection6/90000000/PSIX0.MDST,7,0,1,0.0,0.0,0.0,73,927246,0,0,5.1647859739235145,1
76,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p1/90000000/BHADRON.MDST,3,12,18,2.4705882352941178,3.5166435712082644,1.4234033502509642,58,139766833,7739693,200,10.561706792794787,0
77,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p1/90000000/BHADRONCOMPLETEEVENT.DST,20,16,5,4.75,6.49519052838329,1.367408532291219,54,27015628,522040,58,9.088172738001974,0
78,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p1/90000000/CHARM.MDST,4,30,11,4.1,8.642337646724988,2.107887230908534,43,96860464,2784247,56,10.79965720641406,0
79,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p1/90000000/CHARMCOMPLETEEVENT.DST,26,6,9,2.25,1.6393596310755,0.7286042804780001,44,47961124,1099012,45,10.088222860554017,1
80,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p1/90000000/DIMUON.DST,2,5,26,1.72,1.312097557348538,0.7628474170631036,57,319523679,16415064,181,11.411291331053215,0
81,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p1/90000000/EW.DST,4,40,2,40.0,0.0,0.0,71,26537888,780650,155,8.520985989654934,0
82,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p1/90000000/LEPTONIC.MDST,36,0,1,0.0,0.0,0.0,44,38720,0,0,3.044522437723423,1
83,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p1/90000000/RADIATIVE.DST,21,5,5,4.0,1.0,0.25,48,28195046,350822,29,9.368198456591763,1
84,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p1/90000000/SEMILEPTONIC.DST,11,5,16,1.6666666666666667,1.3984117975602017,0.839047078536121,51,158754861,2073324,34,10.99932934024157,0
85,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p2/90000000/BHADRON.MDST,2,5,13,1.3333333333333333,1.1055415967851332,0.82915619758885,67,455926880,4143602,41,11.504116782188833,0
86,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p2/90000000/BHADRONCOMPLETEEVENT.DST,3,8,9,1.875,2.315032397181517,1.2346839451634757,69,208633650,1788003,41,10.672901088549523,0
87,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p2/90000000/CALIBRATION.DST,5,0,1,0.0,0.0,0.0,75,23996250,0,0,8.358666283188,1
88,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p2/90000000/CHARM.MDST,3,11,4,4.333333333333333,4.714045207910317,1.0878565864408425,66,70021196,272132,17,9.65509029374725,1
89,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p2/90000000/CHARMCOMPLETEEVENT.DST,8,6,4,3.0,2.160246899469287,0.7200822998230957,64,53221195,20171,1,9.455949668006056,0
90,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p2/90000000/DIMUON.DST,7,4,6,2.0,1.2649110640673518,0.6324555320336759,69,57326343,155910,13,9.385469458188632,1
91,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p2/90000000/EW.DST,21,0,1,0.0,0.0,0.0,59,650947,0,0,5.236441962829949,0
92,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagDown/RealData/Reco14/Stripping20r1p2/90000000/LEPTONIC.MDST,5,5,8,2.142857142857143,1.355261854357877,0.6324555320336759,65,148299487,720172,20,10.456912789920937,0
93,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Merging/91000000/RAW,62,2,5,1.25,0.4330127018922193,0.34641016151377546,15,842951,8891,2,8.181720455128108,1
94,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco09/Stripping13/90000000/MINIBIAS.DST,54,0,1,0.0,0.0,0.0,26,327184,0,0,6.184148890937483,1
95,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco10/Stripping13b/90000000/CHARM.MDST,54,0,1,0.0,0.0,0.0,26,676,0,0,0.6931471805599453,1
96,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco10/Stripping13b/90000000/CHARMCOMPLETEEVENT.DST,65,1,2,1.0,0.0,0.0,14,1333367,5859,0,8.688959234270676,1
97,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco10/Stripping13b/90000000/DIMUON.DST,63,6,6,2.2,1.9390719429665317,0.8813963377120598,10,8772415,572435,7,11.25949021791363,1
98,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco10/Stripping13b/90000000/LEPTONIC.MDST,28,14,18,2.764705882352941,4.123525216075737,1.4914878441125006,27,65026378,7048009,93,11.230933837846813,1
99,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco10/Stripping13b/90000000/MINIBIAS.DST,54,14,3,8.0,6.0,0.75,16,1304244,215028,50,8.355850041007475,1
100,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco11/Stripping15/90000000/MINIBIAS.DST,52,3,3,2.5,0.5,0.2,24,417631,1999,2,6.530877627725885,1
101,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco11a/Stripping16/90000000/BHADRON.DST,41,0,1,0.0,0.0,0.0,39,1271556,0,0,6.729824070489475,1
102,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco11a/Stripping16/90000000/DIMUON.DST,52,0,1,0.0,0.0,0.0,28,145824,0,0,5.231108616854587,1
103,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco11a/Stripping16/90000000/MINIBIAS.DST,54,3,2,3.0,0.0,0.0,25,564164,989,1,6.740519359606223,1
104,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco12/Stripping17/90000000/BHADRON.DST,19,3,54,1.1320754716981132,0.39034265784107935,0.3448026810929534,31,1823064556,533190640,417,14.058956219655355,0
105,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco12/Stripping17/90000000/CHARM.MDST,15,10,24,2.782608695652174,2.888606129021407,1.0380928276170682,19,80465614,33228802,256,11.772894555605326,0
106,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco12/Stripping17/90000000/CHARMCOMPLETEEVENT.DST,2,13,28,2.7037037037037037,3.1128742799186213,1.1513370624356545,29,277444675,117092046,620,12.147775937019771,0
107,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco12/Stripping17/90000000/DIMUON.DST,2,7,48,1.6382978723404256,1.435500237738979,0.8762144308276885,21,604074642,314105172,507,13.336382224941516,0
108,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco12/Stripping17/90000000/EW.DST,2,2,74,1.0547945205479452,0.22757873597035824,0.21575646397189807,28,1773376274,621371266,439,14.16135941068365,0
109,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco12/Stripping17/90000000/LEPTONIC.MDST,43,14,10,4.0,3.972125095937662,0.9930312739844155,14,7930894,2686214,103,10.161187107991946,1
110,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco12/Stripping17/90000000/MINIBIAS.DST,2,31,37,2.138888888888889,4.967409216179764,2.3224250880840454,21,192373547,107175056,579,12.12867310826867,0
111,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco12/Stripping17/90000000/RADIATIVE.DST,6,50,7,11.666666666666666,17.527755766846543,1.5023790657297038,17,5726307,2326715,217,9.276408971945887,1
112,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco12/Stripping17/90000000/SEMILEPTONIC.DST,24,19,10,6.111111111111111,6.67406996341387,1.0921205394677242,20,12172421,4436061,241,9.819236000088537,0
113,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco12/Stripping17/Reco12-Stripping17/90000000/EWHIGHPTMULINES.DST,49,18,7,4.5,6.13052471924984,1.3623388264999645,10,230658,53018,31,7.440146680662688,1
114,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco12/Stripping17/WG-CP-Selection/90000000/BUBDBSSELECTION.DST,26,0,1,0.0,0.0,0.0,54,1326780,0,0,6.1224928095143865,1
115,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco12/Stripping17/WG-RD-Selection/90000000/BSMUMUBLIND.DST,42,1,2,1.0,0.0,0.0,37,298722,95,0,5.365976015021851,1
116,/LHCb/Collision11/Beam3500GeV-VeloClosed-MagUp/RealData/Reco12/Stripping17/WG-RD-Selection/90000000/BSMUMUUNBLIND.DST,74,3,3,2.0,1.0,0.5,4,5356,1004,3,5.58724865840025,1
