,fpr_ts,tpr_ts
0,0.0,0.0003057169061449098
1,0.0,0.0006114338122898196
2,0.0,0.0009171507184347294
3,0.0,0.0012228676245796392
4,0.0,0.001528584530724549
5,0.0,0.0018343014368694588
6,0.0,0.0021400183430143687
7,0.0,0.0024457352491592784
8,0.0,0.0027514521553041885
9,0.0,0.003057169061449098
10,0.0,0.003362885967594008
11,0.0,0.0036686028737389176
12,0.0,0.003974319779883827
13,0.0,0.004280036686028737
14,0.0,0.0045857535921736475
15,0.0,0.004891470498318557
16,0.0,0.005197187404463467
17,0.0,0.005502904310608377
18,0.0,0.005808621216753286
19,0.0,0.006114338122898196
20,0.0,0.0064200550290431065
21,0.0,0.006725771935188016
22,0.0,0.007031488841332926
23,0.0,0.007337205747477835
24,0.0,0.007642922653622745
25,0.0,0.007948639559767655
26,0.0004110152075626798,0.007948639559767655
27,0.0004110152075626798,0.008254356465912565
28,0.0004110152075626798,0.008560073372057475
29,0.0004110152075626798,0.008865790278202385
30,0.0004110152075626798,0.009171507184347295
31,0.0004110152075626798,0.009477224090492203
32,0.0004110152075626798,0.009782940996637114
33,0.0004110152075626798,0.010088657902782024
34,0.0004110152075626798,0.010394374808926934
35,0.0004110152075626798,0.010700091715071844
36,0.0004110152075626798,0.011005808621216754
37,0.0004110152075626798,0.011311525527361662
38,0.0004110152075626798,0.011617242433506572
39,0.0004110152075626798,0.011922959339651483
40,0.0004110152075626798,0.012228676245796393
41,0.0004110152075626798,0.012534393151941303
42,0.0004110152075626798,0.012840110058086213
43,0.0004110152075626798,0.013145826964231121
44,0.0004110152075626798,0.013451543870376031
45,0.0004110152075626798,0.013757260776520942
46,0.0004110152075626798,0.014062977682665852
47,0.0004110152075626798,0.014368694588810762
48,0.0004110152075626798,0.01467441149495567
49,0.0004110152075626798,0.01498012840110058
50,0.0004110152075626798,0.01528584530724549
51,0.0004110152075626798,0.0155915622133904
52,0.0004110152075626798,0.01589727911953531
53,0.0004110152075626798,0.01620299602568022
54,0.0004110152075626798,0.01650871293182513
55,0.0004110152075626798,0.01681442983797004
56,0.0004110152075626798,0.01712014674411495
57,0.0004110152075626798,0.01742586365025986
58,0.0004110152075626798,0.01773158055640477
59,0.0004110152075626798,0.01803729746254968
60,0.0004110152075626798,0.01834301436869459
61,0.0004110152075626798,0.0186487312748395
62,0.0008220304151253596,0.0186487312748395
63,0.0008220304151253596,0.018954448180984407
64,0.0008220304151253596,0.019260165087129317
65,0.0008220304151253596,0.019565881993274227
66,0.0008220304151253596,0.019871598899419137
67,0.0008220304151253596,0.020177315805564047
68,0.0008220304151253596,0.020483032711708957
69,0.0008220304151253596,0.020788749617853867
70,0.0012330456226880395,0.020788749617853867
71,0.0012330456226880395,0.021094466523998778
72,0.0012330456226880395,0.021400183430143688
73,0.0012330456226880395,0.021705900336288598
74,0.0012330456226880395,0.022011617242433508
75,0.0012330456226880395,0.022317334148578418
76,0.0012330456226880395,0.022623051054723325
77,0.0012330456226880395,0.022928767960868235
78,0.0012330456226880395,0.023234484867013145
79,0.0012330456226880395,0.023540201773158055
80,0.0012330456226880395,0.023845918679302965
81,0.0012330456226880395,0.024151635585447875
82,0.0012330456226880395,0.024457352491592785
83,0.0012330456226880395,0.024763069397737696
84,0.0012330456226880395,0.025068786303882606
85,0.0012330456226880395,0.025374503210027516
86,0.0012330456226880395,0.025680220116172426
87,0.0012330456226880395,0.025985937022317333
